idx,question,choice_A,choice_B,choice_C,choice_D,correct_answer,domain,label,task,annotator_id,question_comments,choices_comments
363,"A student has \$30 to spend on spiral and composition notebooks. Each spiral notebook costs \$2, and each composition notebook costs \$1. There is a \$5 shipping fee. Which inequality represents the total cost, where $s$ is the number of spiral notebooks and $c$ is the number of composition notebooks?",$2s + c + 5\le 30$,$s + 2c > 25$,$2s + c + 5 \geq 30$,$2s + c < 25$,A,Algebra,Linear inequalities in one or two variables,Identify or create linear inequalities in one or two variables to model constraints or conditions on two quantities.,Annotator 2,The original prompt feels purposefully misleading with its final question. I updated the question and the answer. I also created better distractors,None || None || None || None
657,Which point does NOT satisfy both $y \ge -2x + 1$ and $2y + x < 4$?,"(0, 0)","(1, 0)","(0, 1)","(2, 0)",A,Algebra,Linear inequalities in one or two variables,"Given a linear inequality or system of linear inequalities, interpret a point in the xy-plane in terms of the solution set.",Annotator 4,"The only answer choice that doesn't work is (0, 0). Revised the stem and changed answer choices around.",None || None || None || None
100,Which point is included in the solution set for the system of inequalities $x > 2$ and $y < 3$?,"$(2, 2)$","$(3, 2)$","$(3, 3)$","$(4, 3)$",B,Algebra,Linear inequalities in one or two variables,"Given a linear inequality or system of linear inequalities, interpret a point in the xy-plane in terms of the solution set.",Annotator 3,"Starts with ""Which of the following...""",None || None || None || None
692,"An athlete's recovery time ($y$ minutes) after exercise depends on the workout intensity ($x$). The data shows that when $x = 1$, $y = 15$; when $x = 2$, $y = 25$; when $x = 3$, $y = 35$; and when $x = 4$, $y = 45$. Which inequality represents all recovery times that exceed the predicted value based on intensity?",y > 5x + 10,y > 10x,y > 10x + 5,y < 10x + 5,C,Algebra,Linear inequalities in one or two variables,"Make connections between tabular, algebraic, and graphical representations of linear inequalities in one or two variables by deriving one from the other.",Annotator 4,"The only thing I have reservations about in this problem is that the data (which theoretically was collected from somewhere) is exact, but the model provided is not. That might prove problematic, but also, it might be fine with the rest of the group.",None || None || None || None
644,"A student is mixing two types of soil for a garden. Premium soil costs \$6 per pound and contains 30% organic matter, while standard soil costs \$3 per pound and contains 15% organic matter. The mixture must contain at least 20% organic matter and cost no more than \$40. If x represents the pounds of premium soil and y represents the pounds of standard soil, which system of inequalities represents these constraints?",$0.30x + 0.15y \ge 0.20(x + y)$ and $6x + 3y \le 40$,$0.30x + 0.15y \le 0.20(x + y)$ and $6x + 3y \ge 40$,$0.30x + 0.15y \le 0.20x + 0.20y$ and $6x + 3y \le 40$,$0.30(x + y) + 0.15(x + y) \ge 0.20(x + y)$ and $6x + 3y \le 40$,A,Algebra,Linear inequalities in one or two variables,Identify or create linear inequalities in one or two variables to model constraints or conditions on two quantities.,Annotator 4,Choices A and C are the same. Revised C to be incorrect,None || None || None || None
644,"A student is mixing two types of soil for a garden. Premium soil costs \$6 per pound and contains 30% organic matter, while standard soil costs \$3 per pound and contains 15% organic matter. The mixture must contain at least 20% organic matter and cost no more than \$40. If $x$ represents the pounds of premium soil and $y$ represents the pounds of standard soil, which system of inequalities represents these constraints?",$0.30x + 0.15y \ge 0.20(x + y)$  and  $6x + 3y \le 40$,$0.30x + 0.15y \le 0.20(x + y)$  and  $6x + 3y \ge 40$,$0.30x + 0.15y \ge 0.20$  and  $6x + 3y \ge 40$,$0.30(x + y) + 0.15(x + y) \ge 0.20$  and  $6x + 3y \le 40$,A,Algebra,Linear inequalities in one or two variables,Identify or create linear inequalities in one or two variables to model constraints or conditions on two quantities.,Annotator 2,Updated formatting in prompt and answers (and replaced 2nd right answer and modified other for better distractor),None || None || None || None
663,"A manufacturing plant must maintain its daily production between 200 and 350 units. Each worker can produce 25 units per day, and labor regulations require at least 2 supervisors for every 5 workers. If w represents the number of workers and s represents the number of supervisors, which system of inequalities correctly models these requirements?",$200 \le 25w \le 350$ and $2s \ge 5w$,$200 \le 25w \le 350$ and $2w \ge 5s$,$25w \le 200$ and $w \le 350$ and $2s \ge 5w$,$350 \ge 25w \ge 200$ and $5s \ge 2w$,A,Algebra,Linear inequalities in one or two variables,Create and use linear inequalities in one or two variables to solve problems in a variety of contexts.,Annotator 2,Updated prompt format and updated answers to reflect problem with unnecessary (and incorrect) simplification and better distractors,None || None || None || None
644,"A student is mixing two types of soil for a garden. Premium soil costs \$6 per pound and contains 30% organic matter, while standard soil costs \$3 per pound and contains 15% organic matter. The mixture must contain at least 20% organic matter and cost no more than \$40. If x represents the pounds of premium soil and y represents the pounds of standard soil, which system of inequalities represents these constraints?","$0.30x + 0.15y \ge 0.20(x + y)$ 
$6x + 3y \le 40$","$0.30x + 0.15y \le 0.20(x + y)$ 
$6x + 3y \ge 40$","$0.30x + 0.15y \ge 0.20x + 0.20y$ 
$6x + 3y \le 40$","$0.30(x + y) + 0.15(x + y) \ge 0.20(x + y)$ 
$6x + 3y \le 40$",A,Algebra,Linear inequalities in one or two variables,Identify or create linear inequalities in one or two variables to model constraints or conditions on two quantities.,Annotator 1,Equations should be on their own line,None || None || None || None
676,"A food truck sells burritos and tacos. Each burrito requires 8 minutes to prepare, and each taco requires 5 minutes. The food truck can operate for a maximum of 4 hours each day, and aims to sell at least 30 items daily. If b represents the number of burritos and t represents the number of tacos sold daily, which system of inequalities represents these constraints?",$8b + 5t \ge 240$ and $b + t \ge 30$,$8b + 5t \le 240$ and $b + t \le 30$,$8b + 5t \le 240$ and $b + t \ge 30$,$5b + 8t \le 240$ and $b + t \ge 30$,C,Algebra,Linear inequalities in one or two variables,Identify or create linear inequalities in one or two variables to model constraints or conditions on two quantities.,Annotator 2,Simplified wording (health regulations?!?).,None || None || None || None
339,"A car rental company charges a \$25 base fee plus \$0.15 per mile driven. The inequality $25 + 0.15m \le 50$ represents the maximum miles, $m$, that can be driven within a budget. What does the 0.15 represent in this inequality?",The total cost for miles driven,The maximum charge allowed per mile,The base fee for renting the car,The cost per mile driven,D,Algebra,Linear inequalities in one or two variables,"For linear inequalities in one or two variables, interpret a constant, variable, factor, term, or solution, including situations where seeing structure provides an advantage.",Annotator 4,"We're basically giving the answer in the opening sentence of the stem. It's fine, but... it's really more a question that tests whether or not the student can regurgitate what they read.",None || None || None || None
343,"A company manufactures product X requiring 2 units of a resource and product Y requiring 3 units. The table shows possible combinations of X and Y: $(0, 30)$, $(10, 20)$, $(20, 10)$, $(30, 0)$. Which inequality represents all combinations where the total resource used does not exceed the available amount?",3X + 2Y ≥ 90,2X + 3Y = 90,2X + 3Y ≥ 90,2X + 3Y ≤ 90,D,Algebra,Linear inequalities in one or two variables,"Make connections between tabular, algebraic, and graphical representations of linear inequalities in one or two variables by deriving one from the other.",Annotator 4,Revised answer choices,None || None || None || None
559,"At an electronics store, the price of a laptop computer after a 20% discount and then an additional \$50 off coupon is \$590. What was the original price of the laptop computer?",\$758,\$768,\$800,\$850,C,Algebra,Linear equations in one variable,Fluently solve a linear equation in one variable.,Annotator 3,"I added the word, ""computer"" because I think it makes it more clear for those who may not have encountered a laptop. Maybe some students only know their phones or chromebooks by those names. I also gave this a 2 because I didn't create an equation to solve – I just plugged in the answers, multiplied by 0.8, and then subtracted 50 until I got $590. ",None || None || None || None
568,"A movie streaming service offers two subscription plans: Basic and Premium. The Basic plan costs \$8 per month plus \$2 per movie watched, while the Premium plan is just \$20 per month for unlimited movies. If a customer spent the same amount on either plan last month, how many movies did they watch?",6 movies,2 movies,7 movies,10 movies,A,Algebra,Linear equations in one variable,Create and use linear equations in one variable to solve problems in a variety of contexts.,Annotator 3,"The label needs to be changed, in my opinion to be a system of equations. Even though one equation can solve it since it's only one month, they're discussing two plans to compare how many movies they can watch so the costs are the same. 
I added the context of ""movie"" in the beginning and added context to the solutions.",None || None || None || None
579,"A car rental service charges a daily rental rate of \$40 plus \$12 for each hour the car is used. Which equation can be used to determine the number of hours, $h$, that a car can be rented so the total cost ends up being \$160?",$12h +40=160$,$40h +12=160$,$12h=160$,$12(h +40)=160$,A,Algebra,Linear equations in one variable,Identify or create a linear equation in one variable that represents a context.,Annotator 3,"I have found the use of the phrase ""flat fee"" is confusing for students. I am changing it to say ""daily rental rate. I also italicized 'h'.",None || None || None || None
684,"A parking garage charges a \$5 entrance fee plus \$3 per hour. What equation best models the total price, $P$, Eduardo would pay after $x$ hours?",$P=5x+3$,$P=8x$,$P=3x+5$,$P=5x$,C,Algebra,Linear equations in one variable,Create and use linear equations in one variable to solve problems in a variety of contexts.,Annotator 3,The question allows students to plug in the answers until they get a number that works without knowing how to write an equation to model the situation. I modified the question and answers to model a more robust assessment of the task identified.,None || None || None || None
483,"A delivery service charges \$12 for the first item and \$3 less for each additional item. If a customer's total charge was \$36, how many items were delivered?",3 items,4 items,5 items,6 items,D,Algebra,Linear equations in one variable,Create and use linear equations in one variable to solve problems in a variety of contexts.,Annotator 3,"Am I missing something? Wouldn't this be adding (in $) 12 + 9 + 6 + 3 + 0 + –3, etc.? The 5th item is free and after that the delivery service gives money back? Not sure how they got $36.",None || None || None || None
702,"In 5 years, Maria will be twice as old as she was 10 years ago. How old is Maria now?",$5$,$15$,$20$,$25$,D,Algebra,Linear equations in one variable,Fluently solve a linear equation in one variable.,Annotator 3,I gave this a 2 because I want to note that you don't need to create a linear equation to solve this. You could plug the answers in and get yours. That's the only reason.,None || None || None || None
700,For which value of m does the equation $(2m - 1)(x + 3) = 4mx - 8$ have a unique solution?,$-0.5$,$-1$,$2$,$4$,D,Algebra,Linear equations in one variable,"For a linear equation in one variable, determine the conditions under which the equation has no solution, a unique solution, or infinitely many solutions.",Annotator 4,"Choices B, C and D are all correct options. ",None || None || None || None
664,"A bookstore membership costs \$10 initially. Members save \$3 on each book purchased. Which equation can be used to determine the number of books, $b$, a member needs to buy to save a total of \$40?",$3b - 10 = 40,$3b = 40,$3b + 10 = 40,$40 - 10 = 3b,B,Algebra,Linear equations in one variable,Identify or create a linear equation in one variable that represents a context.,Annotator 3,"I believe this question only focuses on the amount of money saved. Therefore, the $10 is irrelevant. I believe the answer is choice A. And if the answer is actually choice B, then the wording is really not clear.",None || None || None || None
598,For which value of k does the equation $(k+2)(x-1) - 3 = (2k-1)x + 4$ have infinitely many solutions?,$-9$,$-3$,$3$,$9$,C,Algebra,Linear equations in one variable,"For a linear equation in one variable, determine the conditions under which the equation has no solution, a unique solution, or infinitely many solutions.",Annotator 3,"While this questions requires students know what ""infinitely many"" solutions means when comparing two equations, this question allows students to plug in the choices. I also think these equations would need to be separated into two equations so it seems like you're trying to find a system where the equations are the same as each other. But k = 3 isn't correct, so I'm throwing it out.",None || None || None || None
694,What is the solution to the equation \(0.5(4x + 8) − 3 = 0.6x + 2(0.2x − 5)\)?,$-15$,$-11$,$-9$,$-6$,B,Algebra,Linear equations in one variable,"Solve a linear equation in one variable, making strategic use of algebraic structure.",Annotator 2,This relatively straight forward. I recommend updating one of the answers to -10 as it is the solution a student would get if they did not distribute correctly.,None || None || None || None
547,"The total price of an oil change can be determined by a constant labor charge plus the cost of the amount of oil replaced. The total cost, T, in dollars, for an oil change using x quarts of oil is modeled by the equation $T = 35 + 8x$. What does the number 8 represent in this equation?",The cost in dollars per quart of oil,The labor charge for each quart of oil,The number of quarts of oil needed,The total cost of the oil,A,Algebra,Linear equations in one variable,"For a linear equation in one variable, interpret a constant, variable, factor, term, or the solution in a context.",Annotator 4,"I think the context might be a little non-standard for some high school students, so I've tried to clean it up a little to make it easier to understand what's going on.",None || None || None || None
670,"A gardener charges \$40 for equipment rental and \$25 per hour for labor. The total cost, $T$, in dollars, for $h$ hours of work is modeled by $T = 40 + 25h$. What does the number 40 represent in this equation?",The hourly labor rate,The number of hours worked,The total cost for one hour of work,The initial equipment rental fee,D,Algebra,Linear equations in one variable,"For a linear equation in one variable, interpret a constant, variable, factor, term, or the solution in a context.",Annotator 2,updated LaTex. This problem is kind of easy but meets all the criteria.,None || None || None || None
581,"A theater manager can purchase popcorn at \$10 per box or \$8.50 per box when buying at least $x$ boxes. If the total cost is the same for buying 12 boxes at the regular price or 15 boxes at the discount price, what is the value of $x$?",12,14,15,16,C,Algebra,Linear equations in one variable,"Solve a linear equation in one variable, making strategic use of algebraic structure.",Annotator 2,This was just confusing. ,None || None || None || None
700,For which value of m does the equation $(2m - 1)(x + 3) = 4mx - 8$ \textbf{not} have a unique solution?,$4$,$-1$,$2$,$-0.5$,D,Algebra,Linear equations in one variable,"For a linear equation in one variable, determine the conditions under which the equation has no solution, a unique solution, or infinitely many solutions.",Annotator 4,"This equation has unique solutions for all values of m EXCEPT for -1/2. Recommend adjusting the stem to reflect this, by using the adjusted stem above. Answer choices have been adjusted.",None || None || None || None
776,For which value of $a$ does the equation $3(a - 2)x + 5 = 6x - 10$ have no solution?,$0$,$2$,$4$,$5$,C,Algebra,Linear equations in one variable,"For a linear equation in one variable, determine the conditions under which the equation has no solution, a unique solution, or infinitely many solutions.",Annotator 2,fixed unnecessary extra parentheses around variable and equation,None || None || None || None
750,A car rental company charges \$30 per day plus \$0.20 per mile. Another company charges \$25 per day plus \$0.25 per mile. For how many miles driven will the total cost from both companies be the same?,10 miles,20 miles,100 miles,200 miles,C,Algebra,Linear equations in one variable,"Solve a linear equation in one variable, making strategic use of algebraic structure.",Annotator 3,Adding units to the answers. Also want to note that the car rental context is overused.,None || None || None || None
768,"A student has 200 pages left to read in a novel. The pages remaining, $P$, after $d$ days is modeled by the equation $P = 200 – 18d$. What does the coefficient $–18$ represent in this equation?",The number of days needed to complete the book,The number of pages remaining in the book,The number of pages read each day,The total number of pages that will be read,C,Algebra,Linear equations in one variable,"For a linear equation in one variable, interpret a constant, variable, factor, term, or the solution in a context.",Annotator 3,"500 pages left?? What book is this kid reading? Since the 500 is irrelevant to the question itself, it seems like making the number of pages left a little more realistic would be good, and maybe the number of pages, too. Changed those in the prompt.",None || None || None || None
845,What is the solution to the equation $\frac{3x - 1}{5} - \frac{2x + 3}{2} = 4$?,$-57/4$,$-12$,$-27/4$,$-21/4$,A,Algebra,Linear equations in one variable,"Solve a linear equation in one variable, making strategic use of algebraic structure.",Annotator 4,Flipped choices A and B to keep A as the correct answer,None || None || None || None
836,"A salesperson earns a monthly base salary of \$400 plus a 6% bonus of the total sales, $x$. If the salesperson earned \$1,240 last month, what was the total sales amount? Use the following equation $1240 = 400 + 0.06x$","\$14,000","\$20,667","\$74,000",\$840,A,Algebra,Linear equations in one variable,Fluently solve a linear equation in one variable.,Annotator 2,Updated language in prompt as well as providing the equation so it aligns with the Task.,None || None || None || None
598,For which value of k does the equation $(k+2)(x-1) - 3 = (2k-1)x + 4$ have no many solution?,$-9$,$-3$,$3$,$9$,C,Algebra,Linear equations in one variable,"For a linear equation in one variable, determine the conditions under which the equation has no solution, a unique solution, or infinitely many solutions.",Annotator 4,"This value of k creates an equation with no solution, so I revised the stem to reflect that. This equation does not have a value of k that gives infinitely many solutions.",None || None || None || None
811,"A printing service charges a \$3 setup fee plus \$0.50 per page. If a student's total charge was \$15, how many pages did they print?",12,24,27,30,B,Algebra,Linear equations in one variable,Create and use linear equations in one variable to solve problems in a variety of contexts.,Annotator 3,"Another favorite. Short, sweet, something students can likely relate to, and the numbers are accessible and reasonable.",None || None || None || None
845,What is the solution to the equation $\frac{3x - 1}{5} - \frac{2x + 3}{2} = 4$?,$-57/4$,$-12$,$-27/4$,$-21/4$,A,Algebra,Linear equations in one variable,"Solve a linear equation in one variable, making strategic use of algebraic structure.",Annotator 3,"Students can plug the answers into the equation and find which is correct, which is actually –57/4 rather than –12. I switched the answers so choice A is still correct in case others liked this question.",None || None || None || None
836,"A salesperson earns a monthly base salary of \$400 plus a 6% commission on total sales of snacks to convenience stores. The salesperson earned \$1,240 total last month. How many total snacks did the salesperson sell?","\14,000 snacks","\20,667 snacks","\74,000 snacks",\840 snacks,A,Algebra,Linear equations in one variable,Fluently solve a linear equation in one variable.,Annotator 3,"It's helpful to let the reader know what the person is selling. And asking in terms of sales with all of the values being dollar amounts might be confusing. Additionally, the US dollar is not universal, so I am questioning the value of this question. I have missed many questions with US dollars, but I just remembered with this one. Maybe change it to how many units of whatever is being sold rather than sales? ",None || None || None || None
483,"A delivery service charges \$12 for the first item and \$3 less for each additional item. If a customer's total charge was \$36, how many items were delivered?",3 items,4 items,5 items,6 items,D,Algebra,Linear equations in one variable,Create and use linear equations in one variable to solve problems in a variety of contexts.,Annotator 3,"By the 6th item, would the company charge –$6? ",None || None || None || None
682,"A plumber charges \$85 for a service call plus \$45 per hour of labor. If a customer's total bill was \$265, how many hours did the plumber work?",2,4,5,6,B,Algebra,Linear equations in one variable,Fluently solve a linear equation in one variable.,Annotator 2,This problem is fine but I don't believe it meets the essence of the task since it does not require a linear equation or variable to solve.,None || None || None || None
581,"A theater manager can purchase popcorn at \$10 per box or \$8.50 per box when buying at least $x$ boxes. If the total cost is the same for buying 12 boxes at the regular price or 15 boxes at the discount price, what is the value of $x$?",12,14,15,16,C,Algebra,Linear equations in one variable,"Solve a linear equation in one variable, making strategic use of algebraic structure.",Annotator 2,I'm not sure I understand what is happening in this problem. I read it 5 times and still don't understand how to set it up.,None || None || None || None
818,"A painter has 3 cans of paint. Each can covers 50 square feet. The painter uses 2 additional cans each day to continue a project. Which equation can be used to determine the number of days, d, needed to paint a total of 1000 square feet?",$3 + 2d = 1000$,$150 + 2d = 1000$,$2d = 1000$,$150 + 100d = 1000$,D,Algebra,Linear equations in one variable,Identify or create a linear equation in one variable that represents a context.,Annotator 2,"Rewrote answers in more intuitive, equivalent form.",None || None || None || None
18,"A painter charges \$40 for travel plus \$35 per hour, while a handyman charges \$25 for travel plus \$42 per hour. After approximately how many hours of work will their total charges be equal?",5,3,4,2,D,Algebra,Linear equations in one variable,"Solve a linear equation in one variable, making strategic use of algebraic structure.",Annotator 2,"Updated prompt including ""approximately"" and adjusted to the correct answer",None || None || None || None
683,"A student launches a model rocket at a $60^\circ$ angle from the horizontal ground. If the rocket travels 200 meters along its path, what is the horizontal distance, in meters, from the launch point to where the rocket lands?",50 meters,100 meters,173 meters,200 meters,B,Geometry and Trigonometry,Right triangles and trigonometry,"Solve problems in a variety of contexts using the Pythagorean theorem, properties of special right triangles, and right triangle trigonometry.",Annotator 4,"The setup/stem is really unclear and misleading. The question reads like a trajectory/physics problem (or a problem with quadratics). If this question is kept, I suggest either changing the stem topic away from a rocket launch, or adjusting the vocabulary (ex: the rocket will not land in this case, as the problem says).",None || None || None || None
683,"A student launches a model rocket at a $60^\circ$ angle from the horizontal ground. If the rocket travels 200 meters along its path, what is the horizontal distance, in meters, from the launch point to where the rocket lands?",50 meters,100 meters,173 meters,200 meters,B,Geometry and Trigonometry,Right triangles and trigonometry,"Solve problems in a variety of contexts using the Pythagorean theorem, properties of special right triangles, and right triangle trigonometry.",Annotator 2,The trajectory of a rocket is parabolic. This problem does not make sense.,None || None || None || None
683,"A student launches a model rocket at a $60^\circ$ angle from the horizontal ground. If the rocket travels 200 meters along its path, what is the horizontal distance, in meters, from the launch point to where the rocket lands?",50 meters,100 meters,173 meters,200 meters,B,Geometry and Trigonometry,Right triangles and trigonometry,"Solve problems in a variety of contexts using the Pythagorean theorem, properties of special right triangles, and right triangle trigonometry.",Annotator 2,I reviewed this item already,None || None || None || None
344,"A rectangular garden is divided diagonally into two right triangular sections. Each triangular section has an area of 30 square meters. If one leg of the triangle measures 5 meters, what is the length of the diagonal that divides the garden? (The area of a triangle is $A = \frac{1}{2}bh.)",8 meters,12 meters,17 meters,13 meters,D,Geometry and Trigonometry,Right triangles and trigonometry,"Solve problems in a variety of contexts using the Pythagorean theorem, properties of special right triangles, and right triangle trigonometry.",Annotator 3,Include the formula for the area of a triangle.,None || None || None || None
348,"If $\sin(4\x^\circ) = \cos(\x^\circ + 15^\circ)$ and all angles involved are acute, what is the value of $\x$?",$25$,$21$,$15$,$35$,C,Geometry and Trigonometry,Right triangles and trigonometry,Solve problems using the relationship between sine and cosine of complementary angles.,Annotator 4,"I originally read this as 40 instead of 4 theta. I suggest using x instead of theta, because I fear students picking the wrong answer because they misread the problem like I did.",None || None || None || None
716,"If $\sin(3\theta^\circ) = \cos(\theta^\circ + 10^\circ)$ and all angles involved are acute, what is the value of $\theta$?",$20$,$25$,$40$,$50$,A,Geometry and Trigonometry,Right triangles and trigonometry,Solve problems using the relationship between sine and cosine of complementary angles.,Annotator 2,"I have really mixed feelings about this problem. Ultimately though, the answer is WAY too obvious and one can quickly just plug in the provided answers for theta. It does not require that the student know anything about the task at all.",None || None || None || None
815,"Triangles RST and UVW are similar right triangles. Triangle RST has legs measuring 5 meters and 13 meters, with a hypotenuse of 14 meters. If leg UV in triangle UVW measures 35 meters, what is the tangent of the largest angle in triangle UVW?",$5/13$,$13/5$,$13/14$,$35/13$,B,Geometry and Trigonometry,Right triangles and trigonometry,"Use similarity to calculate values of sine, cosine, and tangent.",Annotator 2,Similarity is not required to solve the problem and a lot of extra information is provided because the tangent of the angles will remain the same since they have the same angle and proportional corresponding sides. ,None || None || None || None
883,"A lighthouse keeper observes a ship through a telescope. The angle of depression from the horizontal is $30 degrees$, and the lighthouse is 120 meters above sea level. Assuming the ship is directly below the observation point, how far away from the base of the lighthouse, in meters, is the ship?",69.3,138.6,207.8,240,C,Geometry and Trigonometry,Right triangles and trigonometry,"Solve problems in a variety of contexts using the Pythagorean theorem, properties of special right triangles, and right triangle trigonometry.",Annotator 2,I would only recommend this if it came with a figure/ diagram.,None || None || None || None
699,"A circle in the xy-plane is tangent to both the x-axis and y-axis and has its center at (4, 4). Which equation represents the circle?",$(x - 4)^2 + (y - 4)^2 = 16$,$(x - 4)^2 + (y - 4)^2 = 4$,$(x - 4)^2 + (y - 4)^2 = 64$,$(x + 4)^2 + (y + 4)^2 = 16$,A,Geometry and Trigonometry,Circles,Create an equation to represent a circle in the xy-plane.,Annotator 4,"revised ""which of the following"" language",None || None || None || None
659,"A circle in the xy-plane has the equation $(x + 3)^2 + (y - 2)^2 = 25$. If the equation is changed to $(x + 3)^2 + (y - 2)^2 = 16$, which statement describes the transformation from the original circle to the new circle?","The circle's radius decreases by 3 units, and the center remains the same.","The circle's radius increases by 1 unit, and the center remains the same.","The circle's radius decreases by 1 unit, and the center remains the same.","The circle's radius decreases by 9 units, and the center remains the same.",C,Geometry and Trigonometry,Circles,Describe how a change to the equation representing a circle affects the graph of the circle in the xy-plane or how a change to the graph of a circle affects the equation that represents the circle.,Annotator 4,"revised ""which of the following"" language",None || None || None || None
651,"A circle in the xy-plane has diameter endpoints at $(1, 2)$ and $(5, 8)$. Which of the following equations represents the circle? (Circles are created using the equation  (x - h)² + (y - k)² = r².)",$(x - 3)^2 + (y - 5)^2 = 13$,$(x - 3)^2 + (y - 5)^2 = 25$,$(x - 3)^2 + (y - 5)^2 = 52$,$(x - 6)^2 + (y - 10)^2 = 89$,A,Geometry and Trigonometry,Circles,Create an equation to represent a circle in the xy-plane.,Annotator 3,"I added the equation of the circle. I am also noticing there are many duplicate question types, like this one. ",None || None || None || None
701,A circle has a radius of 15 units. What is the perpendicular distance from the center of the circle to a chord that is 24 units long?,3 units,12 units,19 units,9 units,D,Geometry and Trigonometry,Circles,"Use definitions, properties, and theorems relating to circles and parts of circles such as radii, diameters, tangents, angles, arc lengths, and sector areas to solve problems.",Annotator 3,"The location of where you're measuring the distance from matters (e.g., the distance from the center to the endpoint of the chord is 15). I modified the prompt to make sure students know the chord is perpendicular to the radius.",None || None || None || None
699,"A circle in the xy-plane is tangent to both the x-axis and y-axis and has its center at (4, 4). Which of the following equations represents the circle?",$(x - 4)^2 + (y - 4)^2 = 16$,$(x - 4)^2 + (y - 4)^2 = 4$,$(x - 4)^2 + (y - 4)^2 = 64$,$(x + 4)^2 + (y + 4)^2 = 16$,A,Geometry and Trigonometry,Circles,Create an equation to represent a circle in the xy-plane.,Annotator 3,I gave it a 2 to flag it so the equation could be included. Or is there going to be some sort of reference sheet with formulas?,None || None || None || None
686,"The equation of a circle is given by $x^2 + y^2 - 10x + 4y = -20$. Which of the following best describes the position of the point $(6, -1)$ relative to the circle?",Inside the circle,On the circle,Outside the circle,At the center of the circle,A,Geometry and Trigonometry,Circles,Complete the square in an equation representing a circle to determine properties of the circle when it is graphed in the xy-plane and use the distance formula in problems related to circles.,Annotator 4,"Correct answer choice is B - flipped available answers to reflect A as correct, as noted in Prodigy.",Edited to keep as the correct selection choice || Edited to keep as the incorrect selection choice || None || None
611,A windmill blade rotates 150 degrees during operation. What is the measure of this rotation in radians?,$\frac{15}{18}$,$\frac{5\pi}{6}$,$\frac{3\pi}{2}$,$\frac{6\pi}{5}$,B,Geometry and Trigonometry,Circles,Convert between angle measures in degrees and radians.,Annotator 2,I'm not 100% sure this actually makes sense in real life though because I do not know anything about windmill blades.,None || None || None || None
724,"A circle in the xy-plane has its center at (-3, 4) and passes through the origin. Which of the following equations represents the circle?",$(x + 3)^2 + (y - 4)^2 = 9$,$(x + 3)^2 + (y + 4)^2 = 25$,$(x - 3)^2 + (y + 4)^2 = 9$,$(x + 3)^2 + (y - 4)^2 = 25$,D,Geometry and Trigonometry,Circles,Create an equation to represent a circle in the xy-plane.,Annotator 2,Updated answers for better distractors. Answer was obvious based on just the center before.,None || None || None || None
834,A planetary gear in a watch mechanism rotates $240°$ while tracking time. What is this rotation expressed in radians?,$2\pi/3$,$3\pi/4$,$4\pi/3$,$8\pi/3$,C,Geometry and Trigonometry,Circles,Convert between angle measures in degrees and radians.,Annotator 4,Not sure how to fix the LaTex formatting error,None || None || None || None
264,A point on the unit circle is located at an angle of $\frac{4pi}{3}$ radians from the positive x-axis. What are the coordinates of this point?,"$(-\sqrt{3}/2, -1/2)$","$(-1/2, -\sqrt{3}/2)$","$(-1/2, \sqrt{3}/2)$","$(1/2, \sqrt{3}/2)$",B,Geometry and Trigonometry,Circles,Solve problems using either radian measure or trigonometric ratios in the unit circle.,Annotator 2,Please make the answers into actual fractions (I only updated the one in the prompt),None || None || None || None
834,A gear in a watch mechanism rotates $240^{\circ}$ while tracking time. What is this rotation expressed in radians?,$2\pi/3$,$3\pi/4$,$4\pi/3$,$8\pi/3$,C,Geometry and Trigonometry,Circles,Convert between angle measures in degrees and radians.,Annotator 3,"I have no idea what ""planetary gear in a watch"" means. Consider changing the context? I made a suggestion in the prompt by removing the ""planetary"" part. And the degrees symbol seems to be coming across as lower case gamma. I think I fixed it, but I'm not sure.",None || None || None || None
858,"A circle in the xy-plane has the equation $x^2 + y^2 = 25$. If the equation is changed to $(x - h)^2 + (y - k)^2 = 25$, where h and k are positive integers, which of the following statements must be true about the new circle?",The circle moves $h$ units left and $k$ units up,The circle moves $h$ units right and $k$ units up,The circle moves $h$ units right and $k$ units down,The circle moves $k$ units right and $h$ units up,B,Geometry and Trigonometry,Circles,Describe how a change to the equation representing a circle affects the graph of the circle in the xy-plane or how a change to the graph of a circle affects the equation that represents the circle.,Annotator 3,Changing the answers to have italics around the variables.,None || None || None || None
264,A point on the unit circle is located at an angle of $4\pi/3$ radians from the positive x-axis. What are the coordinates of this point?,"$(-\sqrt{3}/2, -1/2)$","$(-1/2, -\sqrt{3}/2)$","$(-1/2, \sqrt{3}/2)$","$(1/2, \sqrt{3}/2)$",B,Geometry and Trigonometry,Circles,Solve problems using either radian measure or trigonometric ratios in the unit circle.,Annotator 4,"Great question, but this will be out of reach for anyone who hasn't taken precalculus or calculus.",None || None || None || None
720,"In the unit circle ($radius = 1$), a chord subtends a central angle of $2\pi/3$ radians. What is the length of the chord?",$\sqrt{2}$,$2$,$\sqrt{3}$,$2\pi/3$,C,Geometry and Trigonometry,Circles,Solve problems using either radian measure or trigonometric ratios in the unit circle.,Annotator 3,"A student is being assessed on whether they know the definition of a ""unit"" circle (i.e. radius = 1), what a ""chord"" is, how many degrees is 2pi/3, and how to use trig to find the value of 1/2 the chord. Lots going on here. I think providing information at least about what a unit circle is would be helpful to reduce cognitive load a bit.",None || None || None || None
